Year,Ward Code,Ward Name,Ward Zone,Issue Type,Sub Issue,Total Complaints,Complaints Closed,Complaints Open Pending,Closure Rate Pct,Avg Days To Resolve,Citizen Charter Days,Days Exceeded Charter,Escalation Level Reached,Data Source
2024,H/E,Bandra East,Western Suburbs,Roads,Bad Patches / Potholes,1032,898,134,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Roads,Resurfacing of Road,416,362,54,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Roads,Broken Footpath,216,188,28,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Drainage,Drainage Choke / Blockage,441,376,65,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Drainage,Overflow / Flooding,241,205,36,85.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Drainage,Leaking Sewer Line,120,103,17,85.8,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,571,497,74,87.0,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,266,232,34,87.2,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Solid Waste Mgmt,Waste Burning,114,99,15,86.8,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Water Supply,Shortage of Water,243,211,32,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Water Supply,Water Contamination,77,67,10,87.0,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Water Supply,Leaking Water Pipeline,160,139,21,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Water Supply,Unauthorised Water Tapping,72,62,10,86.1,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Air Pollution,Construction Dust / Debris,36,32,4,88.9,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,30,26,4,86.7,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Street Lights,Street Light Not Working,213,205,8,96.2,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Trees,Tree Trimming Required,93,85,8,91.4,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Trees,Fallen / Dangerous Tree,40,36,4,90.0,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Buildings,Illegal Construction,80,51,29,63.7,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/E,Bandra East,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,95,84,11,88.4,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Roads,Bad Patches / Potholes,869,756,113,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Roads,Resurfacing of Road,350,305,45,87.1,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Roads,Broken Footpath,182,158,24,86.8,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Drainage,Drainage Choke / Blockage,371,317,54,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Drainage,Overflow / Flooding,203,173,30,85.2,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Drainage,Leaking Sewer Line,101,86,15,85.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,481,419,62,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,224,195,29,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Solid Waste Mgmt,Waste Burning,96,84,12,87.5,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Shortage of Water,204,177,27,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Water Contamination,65,56,9,86.2,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Leaking Water Pipeline,135,117,18,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Water Supply,Unauthorised Water Tapping,60,52,8,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Air Pollution,Construction Dust / Debris,31,27,4,87.1,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,25,22,3,88.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Street Lights,Street Light Not Working,179,173,6,96.6,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Trees,Tree Trimming Required,78,72,6,92.3,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Trees,Fallen / Dangerous Tree,34,31,3,91.2,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Buildings,Illegal Construction,67,43,24,64.2,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,H/W,Bandra West / Khar,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,80,70,10,87.5,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Roads,Bad Patches / Potholes,1765,1535,230,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Roads,Resurfacing of Road,712,619,93,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Roads,Broken Footpath,370,322,48,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Drainage,Drainage Choke / Blockage,754,644,110,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Drainage,Overflow / Flooding,411,351,60,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Drainage,Leaking Sewer Line,206,176,30,85.4,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,976,850,126,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,456,397,59,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Solid Waste Mgmt,Waste Burning,195,170,25,87.2,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Shortage of Water,415,360,55,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Water Contamination,132,115,17,87.1,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Leaking Water Pipeline,274,238,36,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Water Supply,Unauthorised Water Tapping,123,106,17,86.2,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Air Pollution,Construction Dust / Debris,62,54,8,87.1,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,51,44,7,86.3,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Street Lights,Street Light Not Working,364,351,13,96.4,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Trees,Tree Trimming Required,159,146,13,91.8,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Trees,Fallen / Dangerous Tree,68,62,6,91.2,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Buildings,Illegal Construction,136,88,48,64.7,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/E,Andheri East / Kurla West,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,162,143,19,88.3,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Roads,Bad Patches / Potholes,1494,1299,195,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Roads,Resurfacing of Road,602,524,78,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Roads,Broken Footpath,313,272,41,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Drainage,Drainage Choke / Blockage,638,544,94,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Drainage,Overflow / Flooding,348,297,51,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Drainage,Leaking Sewer Line,174,148,26,85.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,826,719,107,87.0,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,385,336,49,87.3,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Solid Waste Mgmt,Waste Burning,165,144,21,87.3,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Shortage of Water,351,305,46,86.9,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Water Contamination,112,97,15,86.6,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Leaking Water Pipeline,232,201,31,86.6,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Water Supply,Unauthorised Water Tapping,104,90,14,86.5,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Air Pollution,Construction Dust / Debris,53,46,7,86.8,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,43,37,6,86.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Street Lights,Street Light Not Working,308,297,11,96.4,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Trees,Tree Trimming Required,135,123,12,91.1,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Trees,Fallen / Dangerous Tree,58,53,5,91.4,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Buildings,Illegal Construction,116,74,42,63.8,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,K/W,Andheri West / Versova,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,138,121,17,87.7,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Roads,Bad Patches / Potholes,1955,1701,254,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Roads,Resurfacing of Road,788,686,102,87.1,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Roads,Broken Footpath,410,357,53,87.1,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Drainage,Drainage Choke / Blockage,836,713,123,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Drainage,Overflow / Flooding,456,389,67,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Drainage,Leaking Sewer Line,228,194,34,85.1,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,1081,942,139,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,505,439,66,86.9,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Solid Waste Mgmt,Waste Burning,216,188,28,87.0,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Water Supply,Shortage of Water,460,399,61,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Water Supply,Water Contamination,146,127,19,87.0,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Water Supply,Leaking Water Pipeline,303,263,40,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Water Supply,Unauthorised Water Tapping,136,118,18,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Air Pollution,Construction Dust / Debris,69,60,9,87.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,56,49,7,87.5,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Street Lights,Street Light Not Working,403,389,14,96.5,6,3,3,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Trees,Tree Trimming Required,176,161,15,91.5,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Trees,Fallen / Dangerous Tree,76,69,7,90.8,13,1,12,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Buildings,Illegal Construction,151,97,54,64.2,33,30,3,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,L,Kurla / Tilak Nagar,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,180,158,22,87.8,7,3,4,Level 0 (Resolved in time),Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Roads,Bad Patches / Potholes,1303,1134,169,87.0,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Roads,Resurfacing of Road,526,457,69,86.9,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Roads,Broken Footpath,273,238,35,87.2,41,15,26,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Drainage,Drainage Choke / Blockage,557,475,82,85.3,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Drainage,Overflow / Flooding,304,259,45,85.2,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Drainage,Leaking Sewer Line,152,130,22,85.5,38,7,31,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Solid Waste Mgmt,Garbage Not Lifted,721,628,93,87.1,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,336,293,43,87.2,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Solid Waste Mgmt,Waste Burning,144,126,18,87.5,11,3,8,Level I,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Water Supply,Shortage of Water,307,266,41,86.6,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Water Supply,Water Contamination,98,85,13,86.7,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Water Supply,Leaking Water Pipeline,202,175,27,86.6,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Water Supply,Unauthorised Water Tapping,91,79,12,86.8,35,7,28,Level III,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
2024,M/E,Chembur East / Govandi,Eastern Suburbs,Air Pollution,Construction Dust / Debris,46,40,6,87.0,22,15,7,Level II,Praja Foundation / OpenCity - Civic Issues Mumbai 2025 (RTI from CCRS)
